num,sample1,sample2,AMT_score
12161,S013C002P027R002A007,S008C002P034R002A022,0.06666666666666665
12162,S017C002P009R002A022,S018C003P043R001A104,0.3333333333333333
12163,S006C001P024R002A035,S027C002P086R002A097,0.0
12164,S019C002P050R002A104,S026C003P049R001A097,0.2333333333333333
12165,S031C001P085R002A099,S008C001P030R001A026,0.20000000000000004
12166,S007C003P016R001A023,S006C001P024R002A023,0.7000000000000001
12167,S001C001P006R001A040,S001C003P005R001A040,0.6333333333333333
12168,S002C002P011R002A040,S014C001P017R001A007,0.10000000000000002
12169,S027C001P083R001A100,S019C001P008R002A100,0.9
12170,S023C002P068R002A080,S008C002P001R002A035,0.09090909100000004
12171,S021C002P059R002A100,S007C001P016R001A026,0.14814814799999998
12172,S027C001P079R002A080,S007C002P007R002A048,0.20000000000000004
12173,S023C001P064R002A080,S013C001P027R001A048,0.1333333333333333
12174,S012C002P019R002A027,S020C001P052R001A100,0.09090909100000004
12175,S020C002P052R002A097,S026C002P072R002A097,0.5
12176,S014C003P025R001A007,S007C003P016R001A023,0.20000000000000004
12177,S013C001P037R001A023,S002C002P003R002A022,0.09090909100000004
12178,S013C001P019R002A009,S008C002P032R002A048,0.10000000000000002
12179,S008C001P036R001A035,S013C001P007R002A035,0.9
12180,S023C003P066R001A097,S031C001P100R001A097,0.9666666666666667
12181,S030C001P096R002A099,S032C001P106R002A100,0.2727272726666667
12182,S008C002P031R002A048,S004C002P020R002A039,0.03030303033333337
12183,S031C001P097R002A100,S013C001P037R002A027,0.09090909100000004
12184,S030C002P092R002A098,S030C001P092R002A098,1.0
12185,S027C003P083R001A099,S026C001P071R002A099,0.7777777776666667
12186,S024C003P064R001A095,S001C003P006R001A040,0.06060606066666666
12187,S032C001P106R001A101,S027C001P085R001A101,0.8333333333333334
12188,S009C003P025R001A023,S011C001P002R002A023,0.4333333333333333
12189,S007C003P016R001A026,S007C003P028R001A026,0.8148148146666667
12190,S001C002P004R002A040,S008C003P030R001A040,0.40740740733333336
12191,S022C002P064R002A102,S007C002P018R002A026,0.03030303033333337
12192,S011C001P038R001A009,S007C001P025R002A009,0.8787878786666666
12193,S030C001P011R002A099,S018C001P008R001A099,0.9
12194,S002C001P012R002A040,S006C003P023R001A040,1.0
12195,S027C003P084R001A080,S023C001P068R002A080,0.7333333333333334
12196,S006C001P024R001A008,S005C003P015R001A035,0.10000000000000002
12197,S028C001P087R002A102,S027C002P043R002A102,0.6
12198,S008C001P001R001A023,S006C003P022R001A023,0.6333333333333333
12199,S024C001P064R001A097,S024C003P064R001A097,0.9696969696666667
12200,S017C001P009R002A007,S006C003P023R001A007,0.8333333333333334
12201,S020C003P053R001A104,S021C002P056R002A104,0.48484848499999994
12202,S030C001P092R002A080,S030C002P092R002A080,1.0
12203,S010C001P018R002A040,S010C001P008R002A040,0.888888889
12204,S001C003P006R001A040,S011C001P027R001A040,0.8333333333333334
12205,S029C001P075R002A101,S027C002P079R002A101,0.787878788
12206,S027C001P080R002A102,S032C001P102R002A102,0.7272727273333334
12207,S029C002P075R002A101,S027C003P085R001A101,0.8333333333333334
12208,S006C001P023R002A035,S031C001P006R002A080,0.2333333333333333
12209,S027C002P086R002A099,S007C002P028R002A027,0.06060606066666666
12210,S027C001P084R002A096,S019C001P050R001A096,0.5185185186666667
12211,S008C001P032R002A039,S010C003P016R001A039,1.0
12212,S021C001P058R002A099,S008C002P035R002A027,0.14814814799999998
12213,S008C002P033R002A040,S001C003P005R001A040,0.9
12214,S031C001P096R002A098,S021C003P058R001A098,0.8148148146666667
12215,S031C001P097R001A104,S028C001P046R001A104,0.44444444433333335
12216,S013C003P019R001A048,S010C001P013R002A048,0.6666666666666666
12217,S019C001P046R001A101,S004C001P003R001A035,0.10000000000000002
12218,S006C003P022R001A009,S008C002P033R002A048,0.0
12219,S006C001P023R002A022,S008C001P034R002A022,0.7666666666666666
12220,S001C001P003R002A040,S030C001P096R001A096,0.10000000000000002
12221,S009C002P017R002A008,S006C001P001R001A008,0.7333333333333334
12222,S008C001P030R002A007,S008C001P015R002A007,0.7999999999999999
12223,S003C002P015R002A009,S012C001P027R002A009,0.8666666666666667
12224,S012C001P008R001A027,S009C001P007R001A026,0.1333333333333333
12225,S006C001P022R002A008,S005C001P004R002A048,0.1333333333333333
12226,S006C003P023R001A039,S017C001P015R001A039,0.875
12227,S008C001P032R002A035,S001C001P004R002A035,0.7000000000000001
12228,S008C001P035R002A009,S008C001P033R002A026,0.0
12229,S020C003P041R001A099,S025C002P055R002A100,0.1333333333333333
12230,S012C003P008R001A009,S017C001P020R001A009,0.925925926
12231,S031C002P006R002A080,S020C002P052R002A080,0.7407407406666667
12232,S027C001P084R001A101,S030C001P092R001A101,0.9333333333333332
12233,S002C001P014R002A008,S010C001P013R002A048,0.037037037000000016
12234,S019C002P050R002A095,S019C001P050R002A104,0.16666666666666666
12235,S007C002P027R002A023,S008C001P031R001A007,0.10000000000000002
12236,S006C003P022R001A035,S008C003P031R001A035,0.8333333333333334
12237,S027C003P086R001A104,S030C003P096R001A097,0.10000000000000002
12238,S008C001P033R002A008,S006C002P023R002A008,0.9666666666666667
12239,S032C003P106R001A096,S022C002P064R002A098,0.037037037000000016
12240,S032C003P105R001A095,S026C003P076R001A095,0.7999999999999999
12241,S003C001P019R001A022,S014C001P039R002A023,0.07407407400000003
12242,S008C003P030R001A035,S013C001P007R002A035,0.8666666666666667
12243,S011C002P002R002A023,S002C001P014R001A023,0.8484848483333334
12244,S023C001P066R001A098,S021C001P056R002A097,0.20000000000000004
12245,S008C003P036R001A026,S008C003P001R001A026,1.0
12246,S014C001P007R001A007,S016C002P040R002A023,0.03333333333333336
12247,S007C001P027R002A023,S006C001P022R001A023,0.8666666666666667
12248,S006C001P023R002A035,S008C003P030R001A035,0.7999999999999999
12249,S008C001P029R002A008,S020C002P052R002A080,0.3333333333333333
12250,S009C003P017R001A027,S029C001P006R001A099,0.1515151516666667
12251,S014C002P039R002A023,S010C001P025R002A022,0.037037037000000016
12252,S030C001P095R002A097,S031C003P006R001A104,0.1333333333333333
12253,S031C002P100R002A100,S032C003P106R001A099,0.2333333333333333
12254,S010C001P017R002A048,S008C002P032R002A048,0.5
12255,S011C003P028R001A023,S008C001P030R002A007,0.07407407400000003
12256,S020C001P054R001A080,S028C003P087R001A080,0.3666666666666667
12257,S025C002P066R002A104,S017C002P020R002A040,0.10000000000000002
12258,S032C003P044R001A097,S008C002P036R002A022,0.1515151516666667
12259,S021C001P058R001A102,S027C001P043R002A102,0.9
12260,S021C002P058R002A097,S031C001P097R001A097,0.9666666666666667
12261,S032C001P106R001A099,S002C001P011R002A026,0.20000000000000004
12262,S026C003P008R001A104,S021C002P056R002A104,0.212121212
12263,S008C001P029R002A008,S008C002P032R002A035,0.1333333333333333
12264,S026C003P008R001A080,S031C002P097R002A080,0.6666666666666666
12265,S006C001P024R002A023,S004C001P020R002A023,0.4000000000000001
12266,S027C001P083R001A097,S027C002P086R002A097,0.6
12267,S023C002P060R002A097,S023C001P055R002A097,0.6333333333333333
12268,S008C001P033R001A027,S007C002P015R002A027,0.7000000000000001
12269,S026C001P076R002A098,S023C001P056R002A098,1.0
12270,S004C003P020R001A008,S031C002P100R002A080,0.2592592593333333
12271,S028C003P087R001A080,S002C001P012R001A008,0.2424242423333333
12272,S016C001P040R002A023,S001C002P005R002A022,0.2592592593333333
12273,S009C003P025R001A023,S025C003P059R001A104,0.06666666666666665
12274,S016C001P040R002A023,S016C002P039R002A022,0.1333333333333333
12275,S020C001P052R002A097,S032C001P104R002A097,0.8181818183333333
12276,S031C001P097R002A100,S027C001P083R001A100,1.0
12277,S008C001P030R001A009,S008C001P035R002A026,0.0
12278,S024C001P061R002A098,S028C003P043R001A096,0.0
12279,S027C003P086R001A080,S019C002P049R002A080,0.9333333333333332
12280,S008C003P032R001A027,S008C001P031R001A027,0.9666666666666667
12281,S008C001P030R001A008,S014C001P019R002A008,0.7000000000000001
12282,S008C001P029R001A040,S002C003P010R001A007,0.03333333333333336
12283,S023C002P061R002A097,S026C001P071R001A098,0.10000000000000002
12284,S027C001P086R002A097,S026C001P008R001A098,0.10000000000000002
12285,S004C001P020R002A022,S005C001P010R002A022,0.7000000000000001
12286,S008C001P034R002A022,S002C002P007R002A023,0.1333333333333333
12287,S026C001P071R002A080,S030C002P092R002A080,0.6666666666666666
12288,S011C001P038R001A048,S004C001P003R001A048,0.515151515
12289,S027C001P086R001A102,S023C002P059R002A102,0.8787878786666666
12290,S001C002P005R002A027,S002C001P011R002A026,0.16666666666666666
12291,S008C002P032R002A048,S016C002P021R002A039,0.03333333333333336
12292,S021C001P058R001A102,S030C001P096R002A102,0.7999999999999999
12293,S016C001P021R002A023,S001C002P001R002A022,0.1333333333333333
12294,S020C003P053R001A097,S028C001P073R001A098,0.3333333333333333
12295,S012C002P037R002A022,S016C001P040R001A022,0.26666666666666666
12296,S027C003P079R001A098,S032C001P106R001A096,0.10000000000000002
12297,S008C001P033R001A027,S008C002P033R002A007,0.0
12298,S021C001P056R001A100,S028C001P046R001A099,0.3
12299,S025C003P068R001A097,S032C001P043R002A097,0.9696969696666667
12300,S028C001P087R001A098,S029C003P008R001A096,0.06666666666666665
12301,S014C003P037R001A009,S010C002P013R002A009,0.8666666666666667
12302,S008C002P031R002A048,S012C001P037R001A035,0.30303030299999995
12303,S001C001P004R001A039,S008C001P031R002A039,0.8333333333333334
12304,S006C003P022R001A023,S010C002P021R002A022,0.03030303033333337
12305,S027C002P082R002A100,S009C003P007R001A027,0.0
12306,S031C001P051R002A101,S002C001P003R002A008,0.03333333333333336
12307,S031C001P043R001A095,S008C001P033R001A022,0.20000000000000004
12308,S006C001P023R001A026,S001C001P005R001A009,0.03333333333333336
12309,S008C001P035R002A027,S008C003P033R001A027,0.8484848483333334
12310,S027C002P084R002A102,S019C001P046R002A102,0.9
12311,S001C002P006R002A023,S026C001P075R002A104,0.10000000000000002
12312,S008C001P032R002A007,S005C003P018R001A007,0.6060606059999999
12313,S008C003P031R001A035,S002C001P011R002A035,0.9333333333333332
12314,S020C003P054R001A080,S008C002P029R002A008,0.16666666666666666
12315,S019C003P046R001A101,S032C002P044R002A101,0.9
12316,S010C002P025R002A022,S008C001P034R002A023,0.2333333333333333
12317,S001C001P003R002A040,S014C003P037R001A007,0.06666666666666665
12318,S002C003P003R001A009,S008C001P029R002A026,0.06060606066666666
12319,S008C001P001R001A026,S007C001P015R002A027,0.16666666666666666
12320,S014C003P037R001A007,S014C003P007R001A007,0.6060606059999999
12321,S016C003P040R001A009,S008C003P015R001A026,0.10000000000000002
12322,S029C001P006R002A095,S023C001P068R002A104,0.30303030299999995
12323,S030C003P095R001A098,S027C003P081R001A098,0.9666666666666667
12324,S027C003P083R001A080,S008C002P036R002A008,0.4545454546666667
12325,S006C001P022R001A039,S002C001P010R002A048,0.06666666666666665
12326,S012C003P008R001A027,S031C001P043R001A100,0.16666666666666666
12327,S008C003P036R001A040,S001C001P006R001A007,0.03333333333333336
12328,S023C002P061R002A104,S026C001P071R002A097,0.4000000000000001
12329,S027C003P083R001A101,S008C001P035R002A048,0.03333333333333336
12330,S027C001P086R002A101,S008C002P032R002A035,0.0
12331,S010C002P013R002A009,S017C001P020R001A009,0.8666666666666667
12332,S021C001P060R001A102,S021C001P058R001A102,0.7666666666666666
12333,S014C003P039R001A007,S030C001P011R002A095,0.09090909100000004
12334,S007C001P018R001A039,S016C001P021R002A039,0.8181818183333333
12335,S032C001P043R002A097,S024C001P061R002A098,0.18181818166666663
12336,S031C001P097R001A101,S011C002P038R002A035,0.03333333333333336
12337,S014C003P017R001A007,S002C002P003R002A022,0.48484848499999994
12338,S025C001P066R002A100,S021C001P059R002A100,0.9
12339,S007C003P015R001A008,S016C002P039R002A048,0.3333333333333333
12340,S026C003P050R001A102,S031C001P100R001A102,0.5
12341,S008C002P031R002A048,S006C001P022R001A039,0.03030303033333337
12342,S008C002P035R002A035,S008C003P029R001A035,0.5757575756666666
12343,S026C001P072R002A097,S027C001P083R001A098,0.22222222233333336
12344,S006C001P024R001A048,S016C001P021R002A039,0.03333333333333336
12345,S008C001P033R002A048,S027C002P081R002A101,0.0
12346,S027C001P081R002A080,S008C002P033R002A048,0.1333333333333333
12347,S008C001P032R001A026,S008C002P034R002A026,0.7777777776666667
12348,S031C001P097R002A100,S008C002P034R002A026,0.20000000000000004
12349,S028C003P087R001A098,S026C001P075R001A097,0.39393939400000005
12350,S006C001P022R001A039,S008C001P035R001A040,0.5
12351,S023C002P061R002A104,S018C001P008R001A099,0.0
12352,S002C003P012R001A048,S013C002P018R002A048,0.5185185186666667
12353,S017C003P009R001A008,S016C001P025R001A048,0.20000000000000004
12354,S006C001P024R001A009,S008C002P033R002A009,1.0
12355,S011C001P028R001A023,S008C001P034R002A023,0.5333333333333333
12356,S026C001P071R002A080,S002C002P003R002A008,0.2333333333333333
12357,S008C002P030R002A048,S026C001P072R002A101,0.06666666666666665
12358,S003C001P018R001A027,S006C001P023R001A027,0.8666666666666667
12359,S017C003P015R001A039,S017C003P020R001A048,0.03030303033333337
12360,S008C003P034R001A027,S010C002P025R002A027,0.8333333333333334
12361,S014C001P027R001A039,S017C003P015R001A039,0.7083333333333334
12362,S008C001P033R002A008,S028C003P073R001A080,0.4000000000000001
12363,S008C003P033R001A022,S016C001P008R002A022,0.8787878786666666
12364,S023C003P059R001A099,S029C003P006R001A099,0.8666666666666667
12365,S005C002P010R002A008,S016C001P039R001A035,0.30303030299999995
12366,S027C001P085R001A101,S008C001P033R002A048,0.03333333333333336
12367,S007C002P027R002A023,S016C001P021R002A023,0.8181818183333333
12368,S003C003P002R001A027,S016C001P040R002A027,0.9666666666666667
12369,S020C002P053R002A102,S007C001P019R001A026,0.10000000000000002
12370,S012C003P008R001A009,S007C003P019R001A026,0.06666666666666665
12371,S017C001P009R001A023,S028C002P073R002A104,0.03333333333333336
12372,S032C001P102R002A100,S031C001P043R001A100,0.9333333333333332
12373,S002C001P012R002A022,S001C001P004R002A022,0.48484848499999994
12374,S029C001P080R001A095,S008C001P032R001A022,0.39393939400000005
12375,S010C002P025R002A027,S013C003P027R001A027,0.888888889
12376,S023C002P068R002A080,S005C001P010R002A008,0.3333333333333333
12377,S030C003P044R001A080,S013C003P037R001A048,0.06666666666666665
12378,S014C001P019R002A007,S014C002P019R002A007,0.9666666666666667
12379,S006C001P023R002A008,S012C002P027R002A008,0.861111111
12380,S002C003P013R001A022,S017C001P017R001A022,0.696969697
12381,S031C003P096R001A080,S023C001P066R002A080,0.7037037036666667
12382,S006C002P022R002A026,S008C001P031R002A026,0.9333333333333332
12383,S006C003P022R001A048,S008C002P032R002A048,0.3666666666666667
12384,S020C002P052R002A097,S029C003P080R001A104,0.06666666666666665
12385,S014C001P037R001A007,S002C001P014R002A007,0.9
12386,S005C001P010R002A022,S013C002P018R002A023,0.03333333333333336
12387,S026C001P072R002A104,S023C002P055R002A097,0.20000000000000004
12388,S026C001P050R002A101,S002C001P003R002A008,0.03333333333333336
12389,S008C003P032R001A027,S025C001P068R002A100,0.06666666666666665
12390,S023C003P064R001A096,S027C003P086R001A096,0.909090909
12391,S013C001P015R001A048,S027C003P084R001A101,0.03333333333333336
12392,S015C002P019R002A023,S008C003P029R001A023,0.7999999999999999
12393,S017C002P009R002A035,S008C002P001R002A035,0.9
12394,S007C001P028R001A026,S002C002P009R002A026,0.8484848483333334
12395,S008C003P034R001A009,S008C002P035R002A026,0.10000000000000002
12396,S026C001P049R002A101,S008C001P035R002A048,0.037037037000000016
12397,S012C003P008R001A009,S009C003P017R001A027,0.10000000000000002
12398,S020C001P054R001A080,S013C001P007R002A035,0.2333333333333333
12399,S028C003P073R001A100,S003C001P002R001A027,0.0
12400,S016C002P039R002A022,S016C002P008R002A022,0.7999999999999999
12401,S008C001P015R001A023,S032C002P102R002A104,0.03333333333333336
12402,S030C001P095R001A102,S006C002P008R002A026,0.3666666666666667
12403,S011C001P038R001A027,S030C002P081R002A099,0.09090909100000004
12404,S005C001P010R001A035,S011C002P038R002A035,0.9
12405,S006C003P024R001A008,S002C003P011R001A008,0.6333333333333333
12406,S021C003P058R001A098,S032C001P008R001A097,0.4333333333333333
12407,S026C002P049R002A095,S008C001P031R001A022,0.40740740733333336
12408,S027C001P079R001A096,S020C003P052R001A098,0.12121212133333333
12409,S009C002P017R002A008,S008C003P034R001A008,0.787878788
12410,S032C002P102R002A100,S003C002P002R002A026,0.10000000000000002
12411,S008C001P030R002A007,S001C003P004R001A007,0.4000000000000001
12412,S031C001P100R001A097,S023C001P066R001A097,0.9
12413,S013C001P019R002A039,S002C001P012R001A048,0.03333333333333336
12414,S032C001P104R002A097,S008C003P032R001A022,0.18518518533333336
12415,S012C003P008R001A009,S002C001P014R002A026,0.03333333333333336
12416,S010C002P008R002A040,S030C001P095R001A096,0.1333333333333333
12417,S031C003P097R001A102,S022C001P061R001A101,0.0
12418,S008C001P031R001A008,S004C003P003R001A035,0.10000000000000002
12419,S008C002P035R002A048,S016C003P021R001A035,0.5
12420,S002C001P013R001A022,S014C003P017R001A007,0.40740740733333336
12421,S008C002P030R002A048,S010C003P021R001A048,0.8666666666666667
12422,S026C001P072R002A097,S027C001P083R001A097,0.5555555556666666
12423,S015C001P025R001A039,S017C001P020R002A040,0.14814814799999998
12424,S025C003P055R001A102,S008C001P036R001A026,0.1333333333333333
12425,S031C002P006R002A080,S013C003P015R001A048,0.20833333333333334
12426,S020C003P052R001A104,S029C001P080R001A104,0.16666666666666666
12427,S031C002P051R002A101,S028C003P008R001A101,0.7666666666666666
12428,S030C001P092R002A098,S032C001P106R002A098,0.9333333333333332
12429,S025C001P068R002A098,S032C001P106R002A097,0.6333333333333333
12430,S002C003P013R001A027,S006C001P023R001A027,1.0
12431,S029C001P088R001A097,S027C002P084R002A104,0.3
12432,S030C002P011R002A104,S009C001P019R001A040,0.03030303033333337
12433,S027C003P006R001A102,S032C003P106R001A101,0.07407407400000003
12434,S026C001P050R002A101,S008C003P033R001A039,0.0
12435,S006C001P023R002A035,S028C001P073R001A080,0.4333333333333333
12436,S014C001P037R002A026,S007C003P016R001A026,0.9666666666666667
12437,S006C001P023R001A007,S010C001P021R002A022,0.1333333333333333
12438,S030C003P092R001A101,S014C001P039R002A008,0.0
12439,S006C002P022R002A027,S008C002P034R002A026,0.2333333333333333
12440,S013C002P028R002A035,S005C001P010R001A035,0.7575757576666667
12441,S005C001P017R001A009,S005C002P010R002A009,0.9666666666666667
12442,S008C002P033R002A007,S008C002P029R002A007,0.25
12443,S002C001P014R002A007,S002C003P013R001A022,0.03333333333333336
12444,S014C001P019R002A007,S019C001P050R002A095,0.03333333333333336
12445,S006C003P022R001A048,S008C002P034R002A039,0.03333333333333336
12446,S006C003P022R001A048,S002C001P009R001A048,0.6
12447,S023C002P066R002A080,S031C002P006R002A080,0.7000000000000001
12448,S002C003P003R001A009,S004C002P020R002A027,0.09090909100000004
12449,S027C002P011R002A098,S028C001P073R001A098,1.0
12450,S002C001P013R002A035,S011C001P038R002A035,0.962962963
12451,S023C002P064R002A104,S031C003P096R001A095,0.7000000000000001
12452,S002C003P013R001A039,S008C001P034R001A048,0.07407407400000003
12453,S026C001P071R001A100,S012C002P019R002A027,0.03333333333333336
12454,S030C001P011R002A104,S017C002P020R002A040,0.03333333333333336
12455,S014C001P037R002A026,S031C001P051R002A099,0.20000000000000004
12456,S005C002P004R002A048,S001C001P005R001A048,0.5333333333333333
12457,S026C001P076R002A098,S027C001P079R001A098,1.0
12458,S027C001P081R002A096,S007C001P018R001A039,0.18518518533333336
12459,S008C002P029R002A007,S002C003P013R001A023,0.10000000000000002
12460,S015C001P019R002A023,S016C003P040R001A022,0.5333333333333333
12461,S008C001P033R001A035,S027C003P086R001A080,0.03333333333333336
12462,S028C001P073R002A104,S012C001P028R002A040,0.1515151516666667
12463,S026C001P050R002A080,S002C002P014R002A048,0.041666666666666664
12464,S002C003P014R001A039,S006C001P023R001A039,0.9666666666666667
12465,S005C002P010R002A022,S010C003P008R001A023,0.26666666666666666
12466,S001C003P006R001A039,S008C003P030R001A039,0.9666666666666667
12467,S027C001P082R001A097,S030C003P092R001A104,0.10000000000000002
12468,S030C001P011R002A104,S006C001P024R001A040,0.10000000000000002
12469,S008C001P036R001A039,S010C001P008R001A039,0.7999999999999999
12470,S013C003P015R001A048,S027C003P085R001A101,0.1333333333333333
12471,S008C001P025R002A035,S016C001P021R001A035,0.7999999999999999
12472,S005C002P004R002A008,S001C003P005R001A048,0.03333333333333336
12473,S027C002P081R002A096,S026C002P076R002A098,0.1333333333333333
12474,S027C003P082R001A097,S023C002P058R002A104,0.2962962963333333
12475,S019C001P049R002A098,S030C001P092R002A098,0.7999999999999999
12476,S026C001P075R002A104,S002C001P012R002A040,0.2592592593333333
12477,S008C003P036R001A039,S001C001P007R001A040,0.06666666666666665
12478,S031C001P097R001A097,S010C001P025R002A022,0.03333333333333336
12479,S014C001P039R002A023,S013C002P018R002A023,0.888888889
12480,S008C003P032R001A023,S027C003P086R001A104,0.0
12481,S002C001P011R001A039,S002C003P013R001A039,0.7999999999999999
12482,S023C002P056R002A098,S020C001P052R001A096,0.1333333333333333
12483,S008C002P033R002A048,S005C001P004R002A048,0.3333333333333333
12484,S002C002P011R002A026,S030C002P096R002A099,0.06060606066666666
12485,S027C001P081R002A097,S023C002P056R002A098,0.3333333333333333
12486,S023C001P055R002A101,S013C001P018R002A048,0.0
12487,S021C002P058R002A097,S019C001P049R002A104,0.2333333333333333
12488,S031C001P006R001A104,S002C001P012R002A040,0.06666666666666665
12489,S010C001P021R002A026,S005C001P010R002A009,0.03030303033333337
12490,S017C001P016R002A008,S007C002P018R002A035,0.03333333333333336
12491,S007C002P018R002A026,S025C002P056R002A099,0.125
12492,S016C001P039R002A027,S032C002P105R002A099,0.06666666666666665
12493,S008C001P029R001A023,S011C003P038R001A023,0.6060606059999999
12494,S027C003P086R001A080,S002C003P011R001A008,0.16666666666666666
12495,S014C001P037R001A007,S001C001P005R002A007,0.7999999999999999
12496,S032C001P105R002A104,S002C001P010R002A040,0.10000000000000002
12497,S031C001P043R001A100,S020C001P053R001A100,0.9722222223333333
12498,S014C001P039R002A023,S008C002P036R002A022,0.11111111099999997
12499,S031C001P097R002A100,S008C002P030R002A027,0.06666666666666665
12500,S016C002P040R002A026,S008C001P033R002A026,0.8787878786666666
12501,S023C001P055R002A101,S012C003P037R001A035,0.10000000000000002
12502,S009C003P017R001A040,S005C001P021R001A040,0.8666666666666667
12503,S006C001P022R001A039,S029C003P044R001A096,0.20000000000000004
12504,S014C003P037R001A007,S014C001P037R001A007,1.0
12505,S008C001P036R002A027,S025C001P066R002A100,0.07407407400000003
12506,S023C002P068R002A080,S002C001P012R002A035,0.1333333333333333
12507,S021C001P058R002A099,S019C002P050R002A099,0.8518518519999999
12508,S032C002P105R002A099,S030C003P081R001A100,0.10000000000000002
12509,S001C001P002R002A009,S013C001P019R002A009,0.888888889
12510,S008C001P029R001A022,S030C001P095R002A104,0.20000000000000004
12511,S029C001P080R001A095,S031C002P100R002A095,0.9666666666666667
12512,S008C003P033R001A027,S027C001P084R002A099,0.037037037000000016
12513,S032C003P105R001A095,S013C002P037R002A040,0.26666666666666666
12514,S027C001P085R001A101,S013C003P015R001A048,0.10000000000000002
12515,S023C001P064R002A080,S008C001P034R001A008,0.4000000000000001
12516,S006C002P022R002A008,S008C001P029R002A008,0.8666666666666667
12517,S013C001P037R002A027,S008C002P035R002A027,1.0
12518,S007C001P028R001A026,S008C003P032R001A027,0.1333333333333333
12519,S030C001P095R001A099,S030C003P011R001A100,0.4000000000000001
12520,S002C001P009R001A040,S001C001P004R001A007,0.0
12521,S008C001P034R001A027,S006C001P022R002A027,0.9393939393333333
12522,S008C002P033R002A009,S006C001P024R001A048,0.0
12523,S008C001P029R002A048,S017C003P015R001A039,0.06666666666666665
12524,S007C001P028R002A027,S002C002P014R002A026,0.1333333333333333
12525,S017C001P009R002A007,S008C002P030R002A007,0.75
12526,S030C002P044R002A102,S023C001P066R001A102,0.7999999999999999
12527,S008C001P036R001A040,S008C001P031R001A007,0.0
12528,S002C002P012R002A035,S012C003P037R001A035,0.8333333333333334
12529,S001C001P004R001A009,S008C001P032R001A027,0.2333333333333333
12530,S023C002P068R002A080,S027C003P084R001A080,0.9
12531,S001C002P001R002A022,S002C002P003R002A022,0.5333333333333333
12532,S013C003P027R001A026,S002C002P009R002A009,0.03333333333333336
12533,S016C002P040R002A007,S002C002P012R002A022,0.0
12534,S026C001P071R001A104,S023C002P064R002A104,0.6333333333333333
12535,S002C001P014R001A022,S023C001P064R002A104,0.6666666666666666
12536,S002C003P013R001A039,S030C003P076R001A096,0.1333333333333333
12537,S001C001P004R002A023,S023C001P068R002A104,0.03333333333333336
12538,S014C003P025R001A007,S006C001P023R001A007,0.7666666666666666
12539,S002C001P009R001A048,S007C002P001R002A048,0.5666666666666668
12540,S016C002P008R002A022,S014C001P017R001A007,0.3666666666666667
12541,S012C002P037R002A022,S005C002P010R002A022,0.5333333333333333
12542,S004C003P003R001A035,S030C001P044R001A080,0.14814814799999998
12543,S001C003P004R001A039,S017C001P003R001A039,0.696969697
12544,S031C003P097R001A101,S023C001P064R002A101,0.5666666666666668
12545,S027C001P082R002A100,S028C001P046R001A099,0.2333333333333333
12546,S030C003P095R001A100,S020C003P052R001A099,0.3333333333333333
12547,S025C003P058R001A100,S020C001P041R001A099,0.09090909100000004
12548,S011C001P001R001A009,S008C001P034R001A009,0.8148148146666667
12549,S005C001P017R001A009,S001C001P002R002A009,0.9
12550,S005C003P015R001A035,S006C003P024R001A008,0.3
12551,S026C001P049R002A101,S020C001P052R002A101,0.9
12552,S030C001P092R002A098,S030C003P092R001A097,0.22222222233333336
12553,S008C001P033R001A035,S006C001P024R002A035,0.9666666666666667
12554,S002C001P011R001A039,S010C002P008R002A040,0.08333333333333333
12555,S021C001P060R001A102,S026C001P050R002A101,0.0
12556,S027C001P081R001A095,S025C002P066R002A104,0.6666666666666666
12557,S027C001P083R001A097,S026C001P075R001A097,0.7666666666666666
12558,S016C001P040R001A039,S015C001P025R001A039,0.8666666666666667
12559,S015C002P025R002A040,S008C001P031R002A040,0.8666666666666667
12560,S021C001P059R002A100,S012C001P008R001A027,0.09090909100000004
12561,S028C001P073R002A104,S026C002P075R002A104,0.7000000000000001
12562,S008C002P029R002A008,S006C001P023R002A035,0.06666666666666665
12563,S008C002P033R002A048,S025C003P058R001A101,0.03030303033333337
12564,S019C001P046R001A098,S027C002P086R002A098,0.8666666666666667
12565,S027C002P080R002A096,S008C002P032R002A039,0.11111111099999997
12566,S021C001P060R001A104,S021C001P056R002A104,0.5
12567,S026C001P049R002A102,S023C001P068R001A102,0.9393939393333333
12568,S027C003P083R001A099,S012C001P008R001A027,0.037037037000000016
12569,S008C002P029R002A027,S032C001P106R001A099,0.0
12570,S023C001P060R001A099,S025C001P068R002A099,0.962962963
12571,S002C001P007R002A023,S002C001P011R002A023,0.4666666666666666
12572,S001C003P006R001A039,S006C002P024R002A039,1.0
12573,S008C001P029R002A008,S030C003P044R001A080,0.4000000000000001
12574,S019C001P049R002A099,S032C001P105R002A099,0.9583333333333334
12575,S011C002P002R002A023,S008C003P001R001A023,0.962962963
12576,S001C003P006R001A007,S005C001P010R002A023,0.2333333333333333
12577,S020C001P052R001A099,S030C001P095R001A099,0.8333333333333334
12578,S031C001P043R001A100,S031C003P043R001A100,0.9333333333333332
12579,S007C001P028R001A008,S016C001P039R002A048,0.03333333333333336
12580,S019C002P046R002A102,S030C003P076R001A101,0.0
12581,S016C001P040R001A008,S008C002P029R002A048,0.06666666666666665
12582,S004C001P020R002A035,S031C001P006R002A080,0.1333333333333333
